Start,End,Description,Address,Lat,Lon,Neighborhood
,2015-07-18T00:45:00.000-04:00,OP/PERMIT OPERATE VEH W UNSAFE EQUIP,300 BLK REILY ST,40.271841,-76.8903349,midtown
,2015-07-17T23:50:00.000-04:00,POSSESSION OF MARIJUANA,1800 BLK BERRYHILL ST,40.2609028,-76.8600853,allison-hill
2015-07-17T21:35:00.000-04:00,2015-07-17T23:05:00.000-04:00,BURGLARY-ENTERS STRUCTURE W/NO PERSON PRESENT,100 BLK N 15TH ST,40.2678369,-76.8678037,allison-hill
,2015-07-17T21:00:00.000-04:00,MARIJUANA-SMALL AMT PERSONAL USE,600 BLK WICONISCO ST,40.2902785,-76.8946973,uptown
,2015-07-17T20:10:00.000-04:00,USE/POSS W INTENT TO USE DRUG PARAPHERNALIA,FULTON ST & REILY ST,40.2725838,-76.8880063,midtown
2015-07-17T12:30:00.000-04:00,2015-07-17T19:00:00.000-04:00,THEFT BY UNLAWFUL TAKING - MOVABLE PROPERTY,500 BLK S 29TH ST,40.267447,-76.841731,allison-hill
,2015-07-17T18:36:00.000-04:00,THEFT BY UNLAWFUL TAKING - MOVABLE PROPERTY,EVERGREEN ST & MULBERRY ST,40.2629966,-76.8697443,allison-hill
,2015-07-17T17:30:00.000-04:00,DRIVING WITHOUT A LICENSE,S 13TH ST & MARKET ST,40.2658321,-76.8700775,allison-hill
,2015-07-17T16:42:00.000-04:00,DISORDERLY CONDUCT OBSCENE LANG/GEST,2500 BLK N FRONT ST,40.2843778,-76.9029611,uptown
,2015-07-17T15:34:00.000-04:00,DEF TRES ACTUAL COMMUNICATION TO,100 BLK S FRONT ST,40.257632,-76.8811727,downtown
,2015-07-17T14:14:00.000-04:00,DRIV WHILE OPER PRIV SUSP OR REVOKED,MARKET ST & S 18TH ST,40.2676997,-76.8633333,allison-hill
,2015-07-17T13:15:00.000-04:00,THEFT BY UNLAWFUL TAKING - MOVABLE PROPERTY,2000 BLK GREEN ST,40.2770859,-76.8960093,midtown
,2015-07-17T13:15:00.000-04:00,ABANDONING VEH ON HIGHWAY,2700 BLK N 7TH ST,40.291046,-76.8919279,uptown
,2015-07-17T13:10:00.000-04:00,SIMPLE ASSAULT-ATTEMPTS/CAUSES BODILY INJURY,1400 BLK S 15TH ST,40.2775866,-76.8725054,allison-hill
2015-07-15T18:00:00.000-04:00,2015-07-17T12:30:00.000-04:00,RAPE MENTALLY DISABLED PERSON,300 BLK CRESCENT ST,40.2608419,-76.870794,allison-hill
,2015-07-17T11:15:00.000-04:00,DRIVING WITHOUT A LICENSE,S 15TH ST & SYCAMORE ST,40.2521185,-76.8607218,allison-hill
,2015-07-17T10:39:00.000-04:00,DR UNREGIST VEH,1100 BLK S CAMERON ST,40.272536,-76.877697,allison-hill
,2015-07-17T09:55:00.000-04:00,DISPLAY KNOWN FICT/STOLEN/ISSUED FOR INSP,S 20TH ST & MANADA ST,40.256304,-76.8531522,allison-hill
2015-07-17T09:09:00.000-04:00,2015-07-17T09:15:00.000-04:00,THEFT BY UNLAWFUL TAKING - MOVABLE PROPERTY,FIRST BLK N 3RD ST,,,
,2015-07-17T08:06:00.000-04:00,"CRIM'L MISCH-DEFACE WITH SPRAY-PAINT, MARKING",EVERGREEN ST & REESE ST,40.260887,-76.86847,allison-hill
2015-07-16T20:50:00.000-04:00,2015-07-17T05:20:00.000-04:00,THEFT FROM MOTOR VEHICLE,700 BLK N 2ND ST,,,
,2015-07-17T02:04:00.000-04:00,POSSESSION OF MARIJUANA,1800 BLK DERRY ST,40.262147,-76.860239,allison-hill
,2015-07-17T01:16:00.000-04:00,THEFT BY UNLAWFUL TAKING - MOVABLE PROPERTY,1100 BLK HERR ST,40.2678955,-76.8881134,midtown
,2015-07-17T00:47:00.000-04:00,SIMPLE ASSAULT-ATTEMPTS/CAUSES BODILY INJURY,1600 BLK BERRYHILL ST,40.2600876,-76.863039,allison-hill
,2015-07-16T23:35:00.000-04:00,AGG ASSAULT-ATTEMPT TO OR CAUSE SER BODILY INJ,500 BLK WOODBINE ST,40.281658,-76.8934869,uptown
,2015-07-16T23:35:00.000-04:00,PUBLIC DRUNKENESS,FIRST BLK S 4TH ST,,,
,2015-07-16T20:52:00.000-04:00,DRIVING WITHOUT A LICENSE,S 4TH ST & CHESTNUT ST,40.2611253,-76.8782017,downtown
,2015-07-16T18:53:00.000-04:00,"HARASSMENT - PHYSICALLY STRIKE, ETC",100 BLK N 15TH ST,40.2678369,-76.8678037,allison-hill
,2015-07-16T18:16:00.000-04:00,DR UNREGIST VEH,N 6TH ST & WOODBINE ST,40.2820935,-76.8912085,uptown
,2015-07-16T16:59:00.000-04:00,INTENTIONALLY POSS CONT/COUNTRFT SUB BY UNAUTH,900 BLK SUSQUEHANNA ST,40.2661443,-76.8872544,
,2015-07-16T16:45:00.000-04:00,PROM PROS-INMATE IN HOUSE OF PROST/BUSINESS,900 BLK SUSQUEHANNA ST,40.2661443,-76.8872544,
2015-07-16T15:45:00.000-04:00,2015-07-16T15:46:00.000-04:00,THEFT BY UNLAWFUL TAKING - MOVABLE PROPERTY,1800 BLK NORTH ST,40.2730074,-76.8658367,allison-hill
2015-07-16T09:00:00.000-04:00,2015-07-16T15:00:00.000-04:00,CRIM'L MISCH-ANOTHER PECUN LOSS,N 3RD ST & UNION ST,40.2669113,-76.8869712,midtown
,2015-07-16T12:15:00.000-04:00,INTENTIONALLY POSS CONT/COUNTRFT SUB BY UNAUTH,1500 BLK VERBEKE ST,40.2765719,-76.8713954,allison-hill
2015-07-16T12:00:00.000-04:00,2015-07-16T12:00:00.000-04:00,BURGLARY-ENTERS STRUCTURE W/NO PERSON PRESENT,FIRST BLK S 18TH ST,40.266401,-76.862954,allison-hill
,2015-07-16T11:00:00.000-04:00,USE/POSS W INTENT TO USE DRUG PARAPHERNALIA,N 15TH ST & VERBEKE ST,40.2764199,-76.8719253,allison-hill
,2015-07-16T11:00:00.000-04:00,ROBBERY,1200 BLK SWATARA ST,40.2596141,-76.8697783,allison-hill
,2015-07-16T10:08:00.000-04:00,AGG ASSAULT-ATTEMPT TO OR CAUSE SER BODILY INJ,300 BLK S 13TH ST,40.261604,-76.868333,allison-hill
,2015-07-16T09:44:00.000-04:00,DISREGARD TRAFFIC LANE (SINGLE),1900 BLK N CAMERON ST,40.2812184,-76.8807259,allison-hill
,2015-07-16T09:16:00.000-04:00,PUBLIC DRUNKENESS,N 7TH ST & KELKER ST,40.2775493,-76.8869903,midtown
2015-07-16T03:30:00.000-04:00,2015-07-16T05:15:00.000-04:00,BURGLARY- ENTERS STRUCTURE WITH PERSON PRESENT,1500 BLK HUNTER ST,40.2604061,-76.86463,allison-hill
,2015-07-16T03:32:00.000-04:00,PUBLIC DRUNKENESS,HALL MANOR,40.2497735,-76.855845,allison-hill
2015-07-16T00:01:00.000-04:00,2015-07-16T03:00:00.000-04:00,CRIM'L MISCH-INT'L DAMAGE REAL/PERSONAL PROP O,900 BLK N 2ND ST,40.2653419,-76.889639,midtown
,2015-07-16T02:04:00.000-04:00,DRIVING UNDER THE INFLUENCE OF ALCOHOL,MULBERRY ST & S 17TH ST,40.2647495,-76.8635569,allison-hill
,2015-07-16T01:20:00.000-04:00,ROBBERY,N 2ND ST & RADNOR ST,40.2863571,-76.9023094,uptown
,2015-07-15T22:17:00.000-04:00,DR UNREGIST VEH,CRESCENT ST & KITTATINNY ST,40.2610214,-76.8705797,allison-hill
,2015-07-15T21:32:00.000-04:00,THEFT BY UNLAWFUL TAKING - MOVABLE PROPERTY,N 3RD ST & WICONISCO ST,40.2887352,-76.9002332,uptown
2015-07-14T21:30:00.000-04:00,2015-07-15T20:29:00.000-04:00,THEFT FROM MOTOR VEHICLE,2100 BLK GREENWOOD ST,40.2591037,-76.8521251,allison-hill
,2015-07-15T19:49:00.000-04:00,MANUFACT/DEL/POSS W INT TO MAN/DEL CONTRLLD SU,HUMMEL ST & SWATARA ST,40.259991,-76.8686496,allison-hill
,2015-07-15T19:00:00.000-04:00,RESIST ARREST/OTHER LAW ENFORCE,300 BLK MACLAY ST,40.2790551,-76.8957353,
2015-07-15T00:01:00.000-04:00,2015-07-15T18:20:00.000-04:00,CRIM'L MISCH-INT'L DAMAGE REAL/PERSONAL PROP O,1500 BLK BOAS ST,40.274465,-76.870776,allison-hill
,2015-07-15T18:14:00.000-04:00,VEHICLE TURNING LEFT,HUMMEL ST & MULBERRY ST,40.2628194,-76.870229,allison-hill
,2015-07-15T16:50:00.000-04:00,USE/POSS W INTENT TO USE DRUG PARAPHERNALIA,HALL MANOR,40.2497735,-76.855845,allison-hill
2015-07-15T15:30:00.000-04:00,2015-07-15T16:00:00.000-04:00,BURGLARY-ENTERS STRUCTURE W/NO PERSON PRESENT,200 BLK PEFFER ST,40.2765412,-76.8972832,midtown
,2015-07-15T15:26:00.000-04:00,INTENTIONALLY POSS CONT/COUNTRFT SUB BY UNAUTH,MULBERRY ST & S 17TH ST,40.2647495,-76.8635569,allison-hill
,2015-07-15T15:12:00.000-04:00,SEXUAL ASSAULT,2100 BLK BROOKWOOD ST,40.260951,-76.8527518,allison-hill
,2015-07-15T14:41:00.000-04:00,INDEC ASSLT-W/O CONS OF OTHER,DERRY ST & S 21ST ST,40.2606595,-76.8529167,allison-hill
,2015-07-15T13:58:00.000-04:00,MANUFACT/DEL/POSS W INT TO MAN/DEL CONTRLLD SU,1500 BLK VERBEKE ST,40.2765719,-76.8713954,allison-hill
,2015-07-15T13:24:00.000-04:00,"CRIM'L MISCH-DEFACE WITH SPRAY-PAINT, MARKING",800 BLK N 2ND ST,40.264712,-76.889079,downtown
2015-07-14T13:00:00.000-04:00,2015-07-15T12:15:00.000-04:00,THEFT BY UNLAWFUL TAKING - MOVABLE PROPERTY,600 BLK PEFFER ST,40.2796673,-76.8899369,midtown
,2015-07-15T11:38:00.000-04:00,DRIV WHILE OPER PRIV SUSP OR REVOKED,S 17TH ST & SYCAMORE ST,40.2529072,-76.8578836,allison-hill
,2015-07-15T06:05:00.000-04:00,MARIJUANA-SMALL AMT PERSONAL USE,S 17TH ST & SWATARA ST,40.2618177,-76.8621479,allison-hill
,2015-07-15T02:42:00.000-04:00,DRIVING UNDER THE INFLUENCE OF ALCOHOL,DERRY ST & S 17TH ST,40.2622216,-76.8623465,allison-hill
,2015-07-15T00:19:00.000-04:00,DRIV WHILE OPER PRIV SUSP OR REVOKED,200 BLK WALNUT ST,40.2608777,-76.8829323,downtown
,2015-07-15T00:15:00.000-04:00,SIMPLE ASSAULT-ATTEMPTS/CAUSES BODILY INJURY,600 BLK REILY ST,40.273178,-76.8866639,midtown
,2015-07-14T23:07:00.000-04:00,THEFT FROM MOTOR VEHICLE,2500 BLK N 7TH ST,40.2877601,-76.890571,uptown
2015-07-14T10:56:00.000-04:00,2015-07-14T21:30:00.000-04:00,THEFT BY UNLAWFUL TAKING - MOVABLE PROPERTY,1900 BLK FORSTER ST,40.2751477,-76.8645055,allison-hill
2015-07-14T19:06:00.000-04:00,2015-07-14T20:01:00.000-04:00,ROBBERY OF MOTOR VEHICLE,100 BLK ROYAL TE,,,
,2015-07-14T19:24:00.000-04:00,MARIJUANA-SMALL AMT PERSONAL USE,1400 BLK ETHEL AL,40.2668173,-76.8681831,allison-hill
,2015-07-14T18:56:00.000-04:00,PUBLIC DRUNKENESS,N 3RD ST & MARKET ST,40.2608409,-76.880756,downtown
,2015-07-14T18:30:00.000-04:00,MANUFACT/DEL/POSS W INT TO MAN/DEL CONTRLLD SU,100 BLK S 14TH ST,40.2640756,-76.8669759,allison-hill
,2015-07-14T18:00:00.000-04:00,MANUFACT/DEL/POSS W INT TO MAN/DEL CONTRLLD SU,1800 BLK RUDY ST,40.2629442,-76.8610324,allison-hill
,2015-07-14T17:58:00.000-04:00,PROHIBITED OFFENSIVE WEAPONS,200 BLK CUMBERLAND ST,40.2676683,-76.8908542,midtown
,2015-07-14T17:01:00.000-04:00,MARIJUANA-SMALL AMT PERSONAL USE,BOAS ST & N 18TH ST,40.2753166,-76.8669648,allison-hill
,2015-07-14T15:00:00.000-04:00,"HARASSMENT - PHYSICALLY STRIKE, ETC",100 BLK VERBEKE ST,40.2681836,-76.892235,midtown
2015-07-12T19:30:00.000-04:00,2015-07-13T03:00:00.000-04:00,UNLAWFUL RESTRAINT/ SERIOUS BODILY INJURY,600 BLK EMERALD ST,40.2837083,-76.892039,uptown
,2015-07-12T22:54:00.000-04:00,USE/POSS W INTENT TO USE DRUG PARAPHERNALIA,300 BLK S 13TH ST,40.261604,-76.868333,allison-hill
,2015-07-12T20:30:00.000-04:00,MANUFACT/DEL/POSS W INT TO MAN/DEL CONTRLLD SU,BROOKWOOD ST & S 17TH ST,40.2585851,-76.8606096,allison-hill
,2015-07-12T19:30:00.000-04:00,THEFT BY UNLAWFUL TAKING - MOVABLE PROPERTY,500 BLK CUMBERLAND CT,40.2700714,-76.8866869,midtown
,2015-07-12T17:04:00.000-04:00,MANUFACT/DEL/POSS W INT TO MAN/DEL CONTRLLD SU,ARGYLE ST & NAUDAIN ST,40.2587465,-76.8651673,allison-hill
,2015-07-12T15:30:00.000-04:00,SIMPLE ASSAULT-ATTEMPTS/CAUSES BODILY INJURY,1500 BLK VERBEKE ST,40.2765719,-76.8713954,allison-hill
2015-07-11T04:00:00.000-04:00,2015-07-12T11:00:00.000-04:00,THEFT BY UNLAWFUL TAKING - MOVABLE PROPERTY,HOLLY ST & S 17TH ST,40.2635535,-76.8629822,allison-hill
,2015-07-12T05:03:00.000-04:00,"POSSESS,USE,CONTROL,SELL,TRANSFER MANUFACR FIR",1200 BLK BERRYHILL ST,40.2583255,-76.8690635,allison-hill
2015-07-12T02:00:00.000-04:00,2015-07-12T04:58:00.000-04:00,CRIM'L MISCH-INT'L DAMAGE REAL/PERSONAL PROP O,1900 BLK N 5TH ST,40.2777559,-76.891009,midtown
,2015-07-12T01:45:00.000-04:00,CRIMINAL HOMICIDE,400 BLK CRESCENT ST,40.259435,-76.869955,allison-hill
,2015-07-12T01:09:00.000-04:00,RECKLESSLY ENDANGERING ANOTHER PERSON,DERRY ST & S 17TH ST,40.2622216,-76.8623465,allison-hill
,2015-07-11T23:41:00.000-04:00,SIMPLE ASSAULT-ATTEMPTS/CAUSES BODILY INJURY,1800 BLK N 2ND ST,40.274306,-76.896199,midtown
,2015-07-11T22:51:00.000-04:00,SIMPLE ASSAULT-ATTEMPTS/CAUSES BODILY INJURY,FIRST BLK M W SMITH HM,,,
,2015-07-11T22:32:00.000-04:00,INTENTIONALLY POSS CONT/COUNTRFT SUB BY UNAUTH,N 13TH ST & STATE ST,40.2693747,-76.8717308,allison-hill
,2015-07-11T21:30:00.000-04:00,MARIJUANA-SMALL AMT PERSONAL USE,1200 BLK S 13TH ST,40.2486607,-76.8613968,allison-hill
,2015-07-11T19:32:00.000-04:00,RECKLESSLY ENDANGERING ANOTHER PERSON,N 18TH ST & REGINA ST,40.2692803,-76.8640736,allison-hill
2015-07-11T10:00:00.000-04:00,2015-07-11T10:30:00.000-04:00,BURGLARY-ENTERS STRUCTURE W/NO PERSON PRESENT,2700 BLK N 5TH ST,40.2895549,-76.8973124,uptown
,2015-07-11T08:48:00.000-04:00,CRIM'L MISCH-INT'L DAMAGE REAL/PERSONAL PROP O,1100 BLK CLOVERLY RD,40.2504056,-76.8634668,allison-hill
,2015-07-11T04:01:00.000-04:00,DRIVING UNDER THE INFLUENCE OF ALCOHOL,1900 BLK N 6TH ST,40.2783569,-76.8893046,midtown
,2015-07-11T03:30:00.000-04:00,CRIM TRES-ENTER STRUCTURE,300 BLK S 14TH ST,40.2621556,-76.8669025,allison-hill
,2015-07-11T03:03:00.000-04:00,RESIST ARREST/OTHER LAW ENFORCE,100 BLK S 14TH ST,40.2640756,-76.8669759,allison-hill
2015-07-11T01:45:00.000-04:00,2015-07-11T02:19:00.000-04:00,SIMPLE ASSAULT-ATTEMPTS/CAUSES BODILY INJURY,2000 BLK FORSTER ST,40.275978,-76.862402,allison-hill
2015-07-11T00:44:00.000-04:00,2015-07-11T00:46:00.000-04:00,CRIM MISCHIEF-DAMAGE BY FIRE/EXPLOSIVE/DANGERO,1600 BLK BRIGGS ST,40.2731499,-76.8689026,allison-hill
2015-07-09T17:00:00.000-04:00,2015-07-11T00:10:00.000-04:00,RAPE UNCONSCIOUS VICTIM,1600 BLK PARK ST,40.2677143,-76.8665902,allison-hill
,2015-07-10T23:30:00.000-04:00,SIMPLE ASSAULT-ATTEMPTS/CAUSES BODILY INJURY,1700 BLK REGINA ST,40.269157,-76.865454,allison-hill
,2015-07-10T22:51:00.000-04:00,INTENTIONALLY POSS CONT/COUNTRFT SUB BY UNAUTH,1900 BLK NORTH ST,40.273839,-76.863744,allison-hill
2015-07-10T17:00:00.000-04:00,2015-07-10T21:30:00.000-04:00,THEFT BY UNLAWFUL TAKING - MOVABLE PROPERTY,1500 BLK N 6TH ST,40.2731664,-76.8866777,midtown
2015-07-10T10:35:00.000-04:00,2015-07-10T19:42:00.000-04:00,"CRIM'L MISCH-DEFACE WITH SPRAY-PAINT, MARKING",1300 BLK N 4TH ST,40.2703663,-76.8876242,midtown
,2015-07-10T15:51:00.000-04:00,TERRORISTIC THREATS,2500 BLK AGATE ST,40.2870903,-76.8929809,uptown
,2015-07-10T15:07:00.000-04:00,SEXUAL ASSAULT,600 BLK S 20TH ST,40.2598259,-76.855186,allison-hill
,2015-07-10T12:35:00.000-04:00,THEFT OF SERVICES; COMPENSATION FOR SERVICE,500 BLK S 29TH ST,40.267447,-76.841731,allison-hill
,2015-07-10T11:06:00.000-04:00,USE/POSS W INTENT TO USE DRUG PARAPHERNALIA,FIRST BLK N 15TH ST,40.2678369,-76.8678037,allison-hill
,2015-07-10T11:00:00.000-04:00,SIMPLE ASSAULT-ATTEMPTS/CAUSES BODILY INJURY,2000 BLK HOLLY ST,40.265326,-76.857336,allison-hill
,2015-07-10T10:44:00.000-04:00,INTENTIONALLY POSS CONT/COUNTRFT SUB BY UNAUTH,S 15TH ST & SWATARA ST,40.2610733,-76.8649489,allison-hill
,2015-07-10T10:35:00.000-04:00,MANUFACT/DEL/POSS W INT TO MAN/DEL CONTRLLD SU,300 BLK S 14TH ST,40.2621556,-76.8669025,allison-hill
,2015-07-10T10:20:00.000-04:00,RETAIL THEFT-TAKE MDSE,2900 BLK N 7TH ST,40.2916554,-76.8936195,uptown
2015-07-09T21:30:00.000-04:00,2015-07-10T06:15:00.000-04:00,CRIM'L MISCH-TAMPER W/PROPERTY,1800 BLK CHESTNUT ST,40.2666067,-76.8627792,allison-hill
2015-07-10T01:00:00.000-04:00,2015-07-10T06:00:00.000-04:00,"CRIM'L MISCH-DEFACE WITH SPRAY-PAINT, MARKING",FIRST BLK N 18TH ST,40.2710955,-76.8649595,allison-hill
,2015-07-10T05:52:00.000-04:00,SIMPLE ASSAULT-ATTEMPTS/CAUSES BODILY INJURY,500 BLK CURTIN ST,40.2840429,-76.894602,uptown
2015-07-10T00:01:00.000-04:00,2015-07-10T02:00:00.000-04:00,THEFT FROM MOTOR VEHICLE,N 2ND ST & STATE ST,40.2631706,-76.8870076,downtown
,2015-07-09T21:25:00.000-04:00,MANUFACT/DEL/POSS W INT TO MAN/DEL CONTRLLD SU,MARKET ST & N 17TH ST,40.2673001,-76.8647675,allison-hill
2015-07-09T20:25:00.000-04:00,2015-07-09T20:25:00.000-04:00,DRIVING WITHOUT A LICENSE,1700 BLK MARKET ST,40.2675849,-76.864767,allison-hill
,2015-07-09T16:35:00.000-04:00,CARRYING FIREARM WITHOUT A LICENSE,2000 BLK N 6TH ST,40.2799747,-76.8905979,midtown
,2015-07-09T13:55:00.000-04:00,PROM PROS-LOITER FOR PURP OF PROS,100 BLK S 13TH ST,40.264518,-76.869788,allison-hill
,2015-07-09T12:18:00.000-04:00,SIMPLE ASSAULT-ATTEMPTS/CAUSES BODILY INJURY,200 BLK S 19TH ST,40.2657069,-76.8600216,allison-hill
,2015-07-09T10:57:00.000-04:00,POSSESSION OF CHILD PORNOGRAPHY,300 BLK MARKET ST,40.2611553,-76.880825,downtown
2015-07-09T01:00:00.000-04:00,2015-07-09T10:00:00.000-04:00,CRIM'L MISCH-INT'L DAMAGE REAL/PERSONAL PROP O,200 BLK HUMMEL ST,40.2628069,-76.8702421,allison-hill
,2015-07-09T09:30:00.000-04:00,DISREGARD TRAFFIC CONTROL DEVICE,N FRONT ST & MARKET ST,40.25854,-76.8828131,downtown
,2015-07-09T08:25:00.000-04:00,DISREGARD TRAFFIC CONTROL DEVICE,S FRONT ST & MARKET ST,40.25854,-76.8828131,downtown
,2015-07-09T04:34:00.000-04:00,DRIVING WITHOUT A LICENSE,1500 BLK BERRYHILL ST,40.259983,-76.8643139,allison-hill
,2015-07-09T03:50:00.000-04:00,DR UNREGIST VEH,S 17TH ST & NAUDAIN ST,40.2598508,-76.8612088,allison-hill
,2015-07-09T01:06:00.000-04:00,DISORDERLY CONDUCT OBSCENE LANG/GEST,100 BLK S FRONT ST,40.257632,-76.8811727,downtown
,2015-07-08T22:32:00.000-04:00,SIMPLE ASSAULT-ATTEMPTS/CAUSES BODILY INJURY,100 BLK S FRONT ST,40.257632,-76.8811727,downtown
,2015-07-08T22:21:00.000-04:00,THEFT BY UNLAWFUL TAKING - MOVABLE PROPERTY,1500 BLK S 12TH ST,40.277623,-76.877802,allison-hill
,2015-07-08T22:15:00.000-04:00,SIMPLE ASSLT-FEAR OF BODILY INJ BY PHYSICAL ME,400 BLK CUMBERLAND CT,40.269204,-76.8871949,midtown
2015-07-08T20:00:00.000-04:00,2015-07-08T20:30:00.000-04:00,THEFT BY UNLAWFUL TAKING - MOVABLE PROPERTY,JEFFERSON ST & MACLAY ST,40.2808447,-76.8891248,
,2015-07-08T20:07:00.000-04:00,INDECENT EXPOSURE,400 BLK MARKET ST,40.26246,-76.879874,downtown
,2015-07-08T19:10:00.000-04:00,PATRONIZING PROSTITUTE,N 17TH ST & VERBEKE ST,40.2771065,-76.8694455,allison-hill
2015-07-06T21:00:00.000-04:00,2015-07-08T18:00:00.000-04:00,CRIM'L MISCH-INT'L DAMAGE REAL/PERSONAL PROP O,GREEN ST & HARRIS ST,40.2722844,-76.8925122,midtown
,2015-07-08T17:33:00.000-04:00,CRIM'L MISCH-INT'L DAMAGE REAL/PERSONAL PROP O,1400 BLK N 4TH ST,40.27133,-76.888507,midtown
,2015-07-08T17:21:00.000-04:00,INTENTIONALLY POSS CONT/COUNTRFT SUB BY UNAUTH,REESE ST & S 14TH ST,40.2614483,-76.8666093,allison-hill
,2015-07-08T17:00:00.000-04:00,MANUFACT/DEL/POSS W INT TO MAN/DEL CONTRLLD SU,500 BLK CURTIN ST,40.2840429,-76.894602,uptown
,2015-07-08T16:01:00.000-04:00,TERRORISTIC THREATS,2000 BLK N 3RD ST,40.277616,-76.895047,midtown
,2015-07-08T15:26:00.000-04:00,PUBLIC DRUNKENESS,2400 BLK HARRIS TE,,,
,2015-07-08T15:20:00.000-04:00,MANUFACT/DEL/POSS W INT TO MAN/DEL CONTRLLD SU,300 BLK MARKET ST,40.2611553,-76.880825,downtown
,2015-07-08T11:13:00.000-04:00,INDECENT EXPOSURE,100 BLK WALNUT ST,40.2595819,-76.8840879,downtown
,2015-07-08T09:40:00.000-04:00,AGGRAV INDEC ASSLT-FORCIBLE COMPULSION,DERRY ST & S 14TH ST,40.2628518,-76.8672157,allison-hill
2015-07-07T17:00:00.000-04:00,2015-07-08T05:45:00.000-04:00,CRIM'L MISCH-INT'L DAMAGE REAL/PERSONAL PROP O,100 BLK S 25TH ST,40.2706215,-76.8444783,allison-hill
,2015-07-08T04:25:00.000-04:00,THEFT BY UNLAWFUL TAKING - MOVABLE PROPERTY,2000 BLK KENSINGTON ST,40.2626888,-76.8561875,allison-hill
,2015-07-08T03:46:00.000-04:00,CRIM'L MISCH-INT'L DAMAGE REAL/PERSONAL PROP O,200 BLK HUMMEL ST,40.2628069,-76.8702421,allison-hill
,2015-07-08T02:32:00.000-04:00,USE/POSS W INTENT TO USE DRUG PARAPHERNALIA,PAXTON ST & S 17TH ST,40.2551264,-76.8589579,allison-hill
,2015-07-08T00:41:00.000-04:00,PURCH ETC ALCOH BEV FOR MINOR,HALL MANOR,40.2497735,-76.855845,allison-hill
2015-07-07T21:00:00.000-04:00,2015-07-08T00:30:00.000-04:00,"CRIM'L MISCH-DEFACE WITH SPRAY-PAINT, MARKING",600 BLK RADNOR ST,40.2885837,-76.8942191,uptown
,2015-07-08T00:09:00.000-04:00,PUBLIC DRUNKENESS,FIRST BLK S 4TH ST,,,
,2015-07-07T22:04:00.000-04:00,RECEIVING STOLEN PROPERTY,2300 BLK N 7TH ST,40.284467,-76.8898449,uptown
,2015-07-07T21:16:00.000-04:00,INTENTIONALLY POSS CONT/COUNTRFT SUB BY UNAUTH,1100 BLK HERR ST,40.2678955,-76.8881134,midtown
,2015-07-07T20:52:00.000-04:00,INTENTIONALLY POSS CONT/COUNTRFT SUB BY UNAUTH,MACLAY ST & N FRONT ST,40.2779596,-76.8997611,
,2015-07-07T20:51:00.000-04:00,INTENTIONALLY POSS CONT/COUNTRFT SUB BY UNAUTH,1200 BLK KITTATINNY ST,40.2610362,-76.8705813,allison-hill
,2015-07-07T19:19:00.000-04:00,CRIM'L MISCH-INT'L DAMAGE REAL/PERSONAL PROP O,700 BLK N 18TH ST,40.273016,-76.866179,allison-hill
,2015-07-07T17:35:00.000-04:00,MANU/DIST CONTRLD SUB BY UNAUTORIZED PERSON,1700 BLK MARKET ST,40.2675849,-76.864767,allison-hill
,2015-07-07T16:44:00.000-04:00,USE/POSS W INTENT TO USE DRUG PARAPHERNALIA,FIRST BLK N 15TH ST,40.2678369,-76.8678037,allison-hill
2015-07-07T14:40:00.000-04:00,2015-07-07T15:00:00.000-04:00,RETAIL THEFT-TAKE MDSE,300 BLK MARKET ST,40.2611553,-76.880825,downtown
2015-07-03T15:00:00.000-04:00,2015-07-07T15:00:00.000-04:00,CRIM'L MISCH-INT'L DAMAGE REAL/PERSONAL PROP O,1800 BLK N CAMERON ST,40.2797078,-76.879839,allison-hill
,2015-07-07T14:40:00.000-04:00,"HARASSMENT - PHYSICALLY STRIKE, ETC",1800 BLK MULBERRY ST,40.2651434,-76.8621282,allison-hill
,2015-07-07T13:33:00.000-04:00,CRIM TRES-ENTER STRUCTURE,800 BLK N 16TH ST,40.272987,-76.869456,allison-hill
,2015-07-07T12:38:00.000-04:00,DRIV WHILE OPER PRIV SUSP OR REVOKED,MARKET ST & S 13TH ST,40.2658321,-76.8700775,allison-hill
2015-07-04T12:00:00.000-04:00,2015-07-07T11:00:00.000-04:00,THEFT BY UNLAWFUL TAKING - MOVABLE PROPERTY,1000 BLK N 3RD ST,40.267378,-76.887664,midtown
2015-07-07T07:30:00.000-04:00,2015-07-07T10:00:00.000-04:00,CRIM'L MISCH-INT'L DAMAGE REAL/PERSONAL PROP O,2300 BLK N 3RD ST,40.282326,-76.897555,uptown
2015-07-06T23:00:00.000-04:00,2015-07-07T09:30:00.000-04:00,THEFT BY UNLAWFUL TAKING - MOVABLE PROPERTY,100 BLK ROYAL TE,,,
,2015-07-07T09:10:00.000-04:00,ABANDONING VEH ON HIGHWAY,S 20TH ST & MANADA ST,40.256304,-76.8531522,allison-hill
,2015-07-07T08:00:00.000-04:00,INVOL DEVIATE SEX VICTIM LESS THAN 16 YOA,1400 BLK NAUDAIN ST,40.2587629,-76.8651622,allison-hill
,2015-07-07T06:20:00.000-04:00,ARSON-DANGER OF DEATH OR BODILY INJ,400 BLK S 14TH ST,40.260542,-76.86648,allison-hill
,2015-07-07T02:30:00.000-04:00,PUBLIC DRUNKENESS,200 BLK N 15TH ST,40.2689456,-76.86937,allison-hill
